full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"     C/1999 K4 (LINEAR)",.9164549465361386,1.442436726394941,120.7739936443832,241.4792759211496,8.794388053318583,33.08831444533989,19990516.4553656,71.7417964982197,HTC,5,9,18,,,,,,18.5,10,,,,,,,,
"     C/1999 K5 (LINEAR)",1.00176294986419,3.255393827479367,89.47126858827963,106.3797544565552,241.4854120851708,,20000704.3852235,,HYP,1038,,239,,,,,,6.1,10.25,10.2,5.,0.03,,,,,
"     C/1999 K6 (LINEAR)",.9935205329672524,2.246976756958352,46.34384451923982,245.3720622854073,56.76367963722824,691.3214126188969,19990724.6743091,6457.98668889327,COM,240,,320,,,,,,14.0,4.5,,,,,,,,
"     C/1999 K7 (LINEAR)",.9965215233102258,2.322718249770196,135.158549674382,50.33097809974532,104.6600787066905,1333.157411082923,19990224.7769411,17255.1744569243,COM,44,,37,,,,,,13.,10,,,,,,,,
"     C/1999 K8 (LINEAR)",1.000712457282209,4.200554110646589,52.73397508002674,195.3942180916349,164.6196806794889,,20000424.2908412,,HYP,1230,,610,,,,,,9.4,5.5,,,,,,,,
"     C/1999 K9 (SOHO)",1.0,0.0065,142.66,8.45,84.91,,19990524.4800000,,PAR,1,,33,T,,,,,,,,,,,,,,
"     C/1999 K10 (SOHO)",1.0,0.0055,144.89,5.29,84.21,,19990601.3500000,,PAR,1,,30,T,,,,,,,,,,,,,,
"     C/1999 K11 (SOHO)",1.0,0.0050,143.07,7.16,84.85,,19990520.3200000,,PAR,1,,6,T,,,,,,,,,,,,,,
"     C/1999 K12 (SOHO)",1.0,0.0065,145.92,311.54,39.88,,19990523.9800000,,PAR,0,,27,T,,,,,,,,,,,,,,
"     C/1999 K13 (SOHO)",1.0,0.0075,138.40,323.08,52.37,,19990524.6800000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/1999 K14 (SOHO)",1.0,0.0064,143.36,9.08,86.73,,19990528.4600000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/1999 K15 (SOHO)",1.0,0.0051,144.79,358.08,78.55,,19990529.2500000,,PAR,1,,10,T,,,,,,,,,,,,,,
"     C/1999 K16 (SOHO)",1.0,0.0339,71.73,72.64,56.71,,19990526.6500000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/1999 K17 (SOHO)",1.0,0.0062,141.74,12.31,88.28,,19990528.2300000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/1999 L1 (SOHO)",1.0,0.0053,143.91,1.10,80.66,,19990605.9000000,,PAR,0,,28,T,,,,,,,,,,,,,,
"     C/1999 L2 (LINEAR)",.9951456909124067,1.904764282945525,43.94172645028593,94.28981892384346,178.7158396771308,782.8677949320146,19990804.8853964,7772.82557440545,COM,40,,94,,,,,,13.,10,,,,,,,,
"     C/1999 L3 (LINEAR)",.9743645303353814,1.988917507295074,166.0992748759904,140.1613168839203,353.2978737153575,153.1802705993013,20000104.9083359,683.394438914088,COM,295,3,340,,,,,,8.3,15.25,13.1,5.,0.03,,,,,
"     C/1999 L4 (SOHO)",1.0,0.0078,137.95,348.49,70.86,,19990602.0200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/1999 L5 (SOHO)",1.0,0.0077,144.42,6.76,85.28,,19990611.5800000,,PAR,1,,43,T,,,,,,,,,,,,,,
"     C/1999 L6 (SOHO)",1.0,0.0050,145.65,332.27,57.85,,19990601.7000000,,PAR,0,,15,T,,,,,,,,,,,,,,
"     C/1999 L7 (SOHO)",1.0,0.0076,146.01,0.20,79.99,,19990603.6800000,,PAR,0,,19,T,,,,,,,,,,,,,,
"     C/1999 L8 (SOHO)",1.0,0.0054,145.44,337.71,60.79,,19990606.7200000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/1999 L9 (SOHO)",1.0,0.0380,70.73,70.16,57.93,,19990609.4500000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/1999 M1 (SOHO)",1.0,0.0055,144.21,7.64,86.30,,19990616.9300000,,PAR,0,,22,T,,,,,,,,,,,,,,
"     C/1999 M2 (SOHO)",1.0,0.0049,144.33,6.91,85.74,,19990627.7200000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/1999 M3 (SOHO)",1.0,0.0441,12.35,36.33,68.03,,19990630.7000000,,PAR,0,,18,T,,,,,,,,,,,,,,
"     C/1999 M4 (SOHO)",1.0,0.0081,141.90,344.88,67.44,,19990624.6500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/1999 N1 (SOHO)",1.0,0.0052,142.78,13.70,91.95,,19990701.6900000,,PAR,0,,18,T,,,,,,,,,,,,,,
"     C/1999 N2 (Lynn)",.9974378819089564,.7612843547000608,111.6558981584972,254.6758931952324,357.8341958105273,593.5004378986922,19990723.0505739,5121.88525350688,COM,87,,203,,,,,,10.2,7.,15.4,5.,0.03,,,,,
"     C/1999 N3 (SOHO)",1.0,0.0055,144.43,7.02,85.58,,19990710.3800000,,PAR,1,,30,T,,,,,,,,,,,,,,
"     C/1999 N4 (LINEAR)",1.004200278086434,5.504749075210731,156.9228948302204,345.9011668126452,90.42903560046291,,20000523.7359895,,HYP,1348,,325,,,,,,7.3,8.75,11.2,5.,0.03,,,,,
"     C/1999 N5 (SOHO)",1.0,0.0496,27.08,82.49,27.20,,19990711.2400000,,PAR,1,,38,T,,,,,,,,,,,,,,
"     C/1999 N6 (SOHO)",1.0,0.0435,12.15,32.50,63.97,,19990712.3000000,,PAR,0,,20,T,,,,,,,,,,,,,,
"     C/1999 O1 (SOHO)",1.0,0.0051,144.42,359.34,78.96,,19990801.1200000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/1999 O2 (SOHO)",1.0,0.0079,139.26,338.37,62.39,,19990722.5600000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/1999 O3 (SOHO)",1.0,0.0052,143.44,10.06,89.76,,19990801.3600000,,PAR,1,,28,T,,,,,,,,,,,,,,
"     C/1999 O4 (SOHO)",1.0,0.0586,133.32,107.87,104.04,,19990718.8100000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/1999 P2 (SOHO)",1.0,0.0084,144.76,4.43,82.37,,19990806.1800000,,PAR,0,,23,T,,,,,,,,,,,,,,
"     C/1999 P3 (SOHO)",1.0,0.0063,144.16,5.59,84.02,,19990804.0600000,,PAR,0,,19,T,,,,,,,,,,,,,,
"     C/1999 P4 (SOHO)",1.0,0.0050,144.33,10.74,89.07,,19990810.1400000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/1999 P5 (SOHO)",1.0,0.0063,144.69,355.21,72.99,,19990812.9900000,,PAR,0,,22,T,,,,,,,,,,,,,,
"     C/1999 P6 (SOHO)",1.0,0.0494,26.57,82.01,21.49,,19990805.1100000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/1999 P7 (SOHO)",1.0,0.0372,71.32,73.00,57.64,,19990813.1600000,,PAR,1,,11,T,,,,,,,,,,,,,,
"     C/1999 P8 (SOHO)",1.0,0.0494,26.56,81.85,21.28,,19990814.9900000,,PAR,0,,11,T,,,,,,,,,,,,,,
"     C/1999 P9 (SOHO)",1.0,0.0493,26.55,81.74,21.51,,19990815.0400000,,PAR,0,,22,T,,,,,,,,,,,,,,
"     C/1999 Q1 (SOHO)",1.0,0.0053,142.16,15.74,96.26,,19990824.4700000,,PAR,1,,13,T,,,,,,,,,,,,,,
"     C/1999 Q2 (SOHO)",1.0,0.0050,144.55,0.48,79.36,,19990825.1000000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/1999 Q3 (SOHO)",1.0,0.0052,144.42,7.55,86.52,,19990831.7400000,,PAR,1,,29,T,,,,,,,,,,,,,,
"     C/1999 R3 (SOHO)",1.0,0.0053,144.37,1.53,79.73,,19990906.0800000,,PAR,1,,35,T,,,,,,,,,,,,,,
"     C/1999 R4 (SOHO)",1.0,0.0051,143.91,3.17,83.00,,19990906.6200000,,PAR,1,,18,T,,,,,,,,,,,,,,
"     P/1999 RO28 (LONEOS)",.6507871024047508,1.231758862736674,8.191043609852208,148.4502985119165,219.8588315804995,5.822727791214627,19991002.3433852,6.6246255160828,JFc,67,5,109,,,,,,20.7,4.5,,,,,,,,
"     C/1999 S1 (SOHO)",1.0,0.0050,144.06,1.11,80.27,,19990917.8700000,,PAR,1,,57,T,,,,,,,,,,,,,,
"     C/1999 S2 (McNaught-Watson)",1.005270827128502,6.46774323415971,65.82021988533864,74.46097570107921,223.4974138483308,,19971122.6180469,,HYP,881,,88,,,,,,8.0,4.5,,,,,,,,
"     C/1999 S3 (LINEAR)",.8999627638680425,1.894944288842581,70.56090888444659,11.8781953617595,44.12816462432897,35.98983466172721,19991109.0156534,82.4442449840483,HTC,158,4,638,,,,,,4.8,29.25,13.3,5.,0.03,,,,,
"     C/1999 S4 (LINEAR)",1.000108293667131,.7650889306889462,149.3849284408427,83.18058544347436,151.0499937079533,,20000726.1628311,,HYP,300,,1230,,9.141289699030303E-8,-1.679661485752839E-8,,,9.6,6.5,,,,,,,,
"     C/1999 S5 (SOHO)",1.0,0.0050,144.40,1.79,80.68,,19990921.3900000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/1999 S6 (SOHO)",1.0,0.0065,143.85,8.51,89.64,,19990921.8200000,,PAR,0,,15,T,,,,,,,,,,,,,,
"     C/1999 S7 (SOHO)",1.0,0.0051,143.99,3.20,82.08,,19990924.9500000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/1999 T1 (McNaught-Hartley)",.9998557718824566,1.171698738509632,79.9752134092422,182.4830068979577,344.7580005145944,16246.68285925641,20001213.4720189,732246.396344281,COM,787,,661,,2.446789828633939E-8,-7.218831694088474E-10,,,8.3,7.5,,,,,,,,
"     C/1999 T2 (LINEAR)",1.002011620205431,3.03740395187174,111.0020485096585,14.87882284604374,104.6679431351867,,20001124.4664918,,HYP,1029,,1021,,,,,,8.4,8.,10.7,5.,0.03,,,,,
"     C/1999 T3 (LINEAR)",1.003056589228891,5.368402641123887,104.7591142496379,223.51543139,211.0968865717635,,20000830.3745640,,HYP,868,,227,,,,,,10.8,4.5,,,,,,,,
"     C/1999 U1 (Ferris)",1.003406468198359,4.139122798781426,105.745304591207,58.2567377670868,291.1179358654528,,19980903.2959731,,HYP,402,,208,,,,,,10.8,4.5,12.1,5.,0.03,,,,,
"     C/1999 U2 (SOHO)",1.016691669687684,.0490145598883873,26.80779696333836,82.1387107247285,21.78325371683288,,19991025.2250854,,HYP,1,,41,,,,,,,,,,,,,,,
"     C/1999 U4 (Catalina-Skiff)",1.007569462743453,4.915349947775232,51.92599070639325,32.28666634905108,77.52339374928516,,20011028.5346425,,HYP,1667,,847,,,,,,10.3,4.5,,,,,,,,
"     C/1999 U5 (SOHO)",1.0,0.0072,132.50,331.61,54.48,,19991101.4000000,,PAR,1,,25,T,,,,,,,,,,,,,,
"     C/1999 U6 (SOHO)",1.0,0.0055,144.17,2.23,81.51,,19991018.2700000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 U7 (SOHO)",1.0,0.0050,145.54,3.57,84.10,,19991027.4900000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/1999 U8 (SOHO)",1.0,0.0051,143.96,5.31,83.10,,19991029.6800000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 U9 (SOHO)",1.0,0.0053,142.86,4.02,82.09,,19991030.6100000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/1999 V2 (SOHO)",1.0,0.0049,144.56,6.55,85.09,,19991108.5000000,,PAR,1,,24,T,,,,,,,,,,,,,,
"     C/1999 V3 (SOHO)",1.0,0.0056,146.24,357.22,78.36,,19991115.1300000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/1999 V4 (SOHO)",1.0,0.0051,142.57,10.38,89.69,,19991115.9200000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 V5 (SOHO)",1.0,0.0051,141.25,358.13,73.77,,19991114.6900000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/1999 W1 (SOHO)",1.0,0.0088,136.57,9.34,87.47,,19991123.6400000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 W2 (SOHO)",1.0,0.0055,141.45,13.36,89.65,,19991126.8300000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 X2 (SOHO)",1.0,0.0059,148.35,346.83,69.11,,19991204.2300000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/1999 XS87 (LINEAR)",.8405749675266072,2.771839576434878,14.84640783424893,266.7293589199456,151.3545326598667,32.0011133711831,19990806.6045415,72.4979235844441,JFc,144,5,98,,,,,,13.7,4.5,,,,,,,,
"     P/1999 XN120 (Catalina)",.2139062792844382,3.286320816340474,5.028371372514552,285.4698148804891,161.7748703779777,5.074821703279239,20000501.3346636,8.54794360296623,JFc,148,5,75,,,,,,9.9,10.,13.7,5.,0.03,,,,,
"     C/1999 Y1 (LINEAR)",1.000857410336533,3.091378985787287,134.7957635584759,188.8772493011883,184.264927990775,,20010324.0482064,,HYP,1283,,830,,,,,,7.3,8.5,,,,,,,,
"     C/1999 Y2 (SOHO)",1.0,0.0483,111.42,235.50,342.21,,19991228.7100000,,PAR,0,,23,T,,,,,,,,,,,,,,
"     C/1999 Y3 (SOHO)",1.0,0.0056,144.43,6.49,85.05,,19991221.8800000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 A1 (Montani)",1.003953641274451,9.743099156552365,24.5422200536565,111.835346844194,14.26971490830558,,20000713.2145924,,HYP,806,,132,,,,,,4.4,10.,10.1,5.,0.03,,,,,
"     C/2000 A2 (SOHO)",1.0,0.0061,145.65,2.55,80.15,,20000115.2100000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 B1 (SOHO)",1.0,0.0054,144.52,7.65,86.21,,20000125.8300000,,PAR,1,,64,T,,,,,,,,,,,,,,
"     C/2000 B2 (LINEAR)",.9994909470701085,3.776151248760215,93.64872988132392,284.990983333892,154.5935874057887,14832.21054885894,19991110.0578724,638907.316853689,COM,61,,86,,,,,,13.5,4.5,,,,,,,,
"     C/2000 B5 (SOHO)",1.0,0.0054,144.21,2.86,82.17,,20000118.8700000,,PAR,1,,29,T,,,,,,,,,,,,,,
"     C/2000 B6 (SOHO)",1.0,0.0052,140.89,359.24,84.28,,20000130.2100000,,PAR,0,,21,T,,,,,,,,,,,,,,
"     C/2000 B7 (SOHO)",1.0,0.0050,144.63,0.45,79.36,,20000201.4900000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 B8 (SOHO)",1.0,0.0340,70.75,75.09,54.63,,20000116.8600000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 C2 (SOHO)",1.0,0.0370,71.35,73.71,55.44,,20000203.8600000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 C3 (SOHO)",1.0,0.0487,24.97,81.85,23.47,,20000204.5900000,,PAR,1,,35,T,,,,,,,,,,,,,,
"     C/2000 C4 (SOHO)",1.0,0.0487,24.97,81.95,23.05,,20000205.1700000,,PAR,0,,54,T,,,,,,,,,,,,,,
"     C/2000 C5 (SOHO)",1.0,0.0358,72.22,65.16,54.73,,20000207.8900000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 C6 (SOHO)",1.0,0.0062,144.78,4.47,82.41,,20000210.7100000,,PAR,1,,46,T,,,,,,,,,,,,,,
"     C/2000 C7 (SOHO)",1.0,0.0481,24.89,81.06,22.34,,20000204.4800000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 CT54 (LINEAR)",.9983534733565771,3.155967236933745,49.21250633897196,18.95679237382447,272.6444433262881,3830.328598033038,20010619.4471817,83917.7415393993,COM,1763,,216,,,,,,7.4,10.,11.5,5.,0.03,,,,,
"     C/2000 D1 (SOHO)",1.0,0.0051,144.56,0.93,78.43,,20000301.0600000,,PAR,1,,47,T,,,,,,,,,,,,,,
"     C/2000 D2 (LINEAR)",.8670343838659209,2.297609967943932,156.9919263806669,235.8871533656938,117.6826791764883,32.26185036091404,20000308.6138204,71.8312851922366,HTC,34,7,79,,,,,,13.7,10.,16.5,5.,0.03,,,,,
"     C/2000 D3 (SOHO)",1.0,0.0066,139.71,339.90,68.93,,20000226.6500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 E1 (SOHO)",1.0,0.0050,144.33,9.73,89.13,,20000305.5500000,,PAR,1,,40,T,,,,,,,,,,,,,,
"     C/2000 F1 (SOHO)",1.0,0.0060,144.40,7.52,88.92,,20000401.5200000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 F2 (SOHO)",1.0,0.0053,139.59,337.53,70.65,,20000319.7900000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 F3 (SOHO)",1.0,0.0052,135.93,323.69,58.02,,20000328.9100000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 G2 (LINEAR)",.8095390291087013,2.716941673601671,170.4791763959381,328.3849260720152,101.7647038938473,25.81322554005078,20000206.2137550,53.8790195709648,HTC,29,7,136,,,,,,12.8,10.,15.4,5.,0.03,,,,,
"     C/2000 G3 (SOHO)",1.0,0.0072,133.75,327.21,53.65,,20000411.0300000,,PAR,0,,16,T,,,,,,,,,,,,,,
"     C/2000 H1 (LINEAR)",1.002070292342117,3.638123730299278,118.2369960543043,356.4432812898747,78.87467743609162,,20000129.2762261,,HYP,364,,112,,,,,,13.5,4.5,,,,,,,,
"     C/2000 H2 (SOHO)",1.0,0.0055,144.17,2.94,82.11,,20000430.1900000,,PAR,2,,59,T,,,,,,,,,,,,,,
"     C/2000 H3 (SOHO)",1.0,0.0050,144.57,6.32,86.03,,20000417.6600000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H4 (SOHO)",1.0,0.0049,144.92,8.34,87.45,,20000430.9200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 H5 (SOHO)",1.0,0.0050,144.80,9.18,88.09,,20000430.9300000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H6 (SOHO)",1.0,0.0064,145.18,337.89,67.69,,20000426.4400000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 H7 (SOHO)",1.0,0.0079,144.20,8.17,85.98,,20000429.1600000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 J1 (Ferris)",.9542636327389554,2.542549614385548,98.79466525955333,28.44030991855975,147.2196738365992,108.6402909410836,20000511.3002282,414.495535250183,COM,28,7,24,,,,,,14.2,10.,16.6,5.,0.03,,,,,
"     C/2000 J2 (SOHO)",1.0,0.0335,146.61,32.19,272.21,,20000508.0200000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 J3 (SOHO)",1.0,0.0057,142.96,10.01,85.51,,20000510.4800000,,PAR,1,,24,T,,,,,,,,,,,,,,
"     C/2000 J4 (SOHO)",1.0,0.0065,142.56,8.91,84.92,,20000515.5400000,,PAR,1,,19,T,,,,,,,,,,,,,,
"     C/2000 J5 (SOHO)",1.0,0.0081,138.42,341.35,64.05,,20000512.1600000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 J6 (SOHO)",1.0,0.0064,142.38,10.21,84.61,,20000511.8500000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 J7 (SOHO)",1.0,0.0055,143.48,4.59,81.95,,20000504.7400000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 J8 (SOHO)",1.0,0.0367,72.50,73.65,56.91,,20000506.4200000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 K1 (LINEAR)",1.002298324143468,6.275829040198983,116.7892027891399,260.1982002281552,15.7910063164087,,19991214.5123527,,HYP,820,,304,,,,,,6.2,8.25,9.9,5.,0.03,,,,,
"     C/2000 K2 (LINEAR)",.9953345833141812,2.437065547734854,25.63355826920376,195.2610375859575,106.8264724045875,1042.299433613285,20001011.3681744,11939.1486684496,COM,987,,315,,,,,,12.4,4.5,,,,,,,,
"     C/2000 K3 (SOHO)",1.0,0.0051,145.47,353.01,74.99,,20000520.3100000,,PAR,1,,11,T,,,,,,,,,,,,,,
"     C/2000 K4 (SOHO)",1.0,0.0055,145.78,2.79,81.93,,20000523.0200000,,PAR,0,,16,T,,,,,,,,,,,,,,
"     C/2000 K5 (SOHO)",1.0,0.0055,144.24,2.78,81.87,,20000526.4100000,,PAR,1,,12,T,,,,,,,,,,,,,,
"     C/2000 K6 (SOHO)",1.0,0.0051,143.17,6.27,84.45,,20000527.5200000,,PAR,0,,8,T,,,,,,,,,,,,,,
"     C/2000 K7 (SOHO)",1.0,0.0062,143.07,9.68,85.53,,20000519.6200000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 K8 (SOHO)",1.0,0.0053,144.98,358.92,76.89,,20000530.2100000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 L1 (SOHO)",1.0,0.0053,144.03,12.66,89.94,,20000603.9700000,,PAR,0,,17,T,,,,,,,,,,,,,,
"     C/2000 L2 (SOHO)",1.0,0.0056,143.42,4.67,83.74,,20000610.3000000,,PAR,1,,14,T,,,,,,,,,,,,,,
"     C/2000 L3 (SOHO)",1.0,0.0054,145.41,340.31,61.59,,20000610.5700000,,PAR,0,,9,T,,,,,,,,,,,,,,
"     C/2000 L4 (SOHO)",1.0,0.0061,142.19,4.89,84.38,,20000615.0300000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 L5 (SOHO)",1.0,0.0075,143.99,9.05,87.54,,20000616.0800000,,PAR,0,,19,T,,,,,,,,,,,,,,
"     C/2000 L6 (SOHO)",1.0,0.0074,141.06,309.34,31.92,,20000611.6000000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 M1 (SOHO)",1.0,0.0055,144.96,5.22,83.93,,20000618.2700000,,PAR,1,,38,T,,,,,,,,,,,,,,
"     C/2000 M2 (SOHO)",1.0,0.0052,144.01,12.65,90.04,,20000618.6700000,,PAR,0,,23,T,,,,,,,,,,,,,,
"     C/2000 M3 (SOHO)",1.0,0.0051,145.25,347.41,67.80,,20000619.7600000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 M4 (SOHO)",1.0,0.0055,145.77,343.32,63.33,,20000622.5700000,,PAR,0,,15,T,,,,,,,,,,,,,,
"     C/2000 M5 (SOHO)",1.0,0.0067,146.53,354.90,73.57,,20000624.5200000,,PAR,0,,6,T,,,,,,,,,,,,,,
"     C/2000 M6 (SOHO)",1.0,0.0050,145.19,2.90,81.87,,20000625.9100000,,PAR,0,,14,T,,,,,,,,,,,,,,
"     C/2000 M7 (SOHO)",1.0,0.0055,144.40,1.59,80.82,,20000627.4200000,,PAR,1,,40,T,,,,,,,,,,,,,,
"     C/2000 M8 (SOHO)",1.0,0.0050,142.18,15.71,93.94,,20000628.3900000,,PAR,1,,21,T,,,,,,,,,,,,,,
"     C/2000 M9 (SOHO)",1.0,0.0054,144.53,7.63,86.17,,20000701.9700000,,PAR,1,,35,T,,,,,,,,,,,,,,
"     C/2000 N1 (SOHO)",1.0,0.0049,144.08,1.88,81.21,,20000703.2500000,,PAR,2,,55,T,,,,,,,,,,,,,,
"     C/2000 N2 (SOHO)",1.0,0.0067,143.83,12.38,91.63,,20000708.8200000,,PAR,0,,10,T,,,,,,,,,,,,,,
"     C/2000 N3 (SOHO)",1.0,0.0050,145.48,7.75,86.95,,20000705.0800000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 N4 (SOHO)",1.0,0.0351,74.50,73.89,59.61,,20000704.8000000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 O1 (Koehn)",1.000002169511477,5.921779685276794,148.104188645481,88.8826724191392,55.16425294667324,,20000127.7348975,,HYP,987,,64,,,,,,5.1,11.75,11.6,5.,0.03,,,,,
"     C/2000 OF8 (Spacewatch)",1.001804020423629,2.172785470116767,152.4326080387535,117.0904918362709,256.0803380735501,,20010804.8007279,,HYP,373,,72,,,,,,12.8,4.75,,,,,,,,
"     C/2000 P1 (SOHO)",1.0,0.0049,143.41,7.24,86.44,,20000807.2600000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 P2 (SOHO)",1.0,0.0050,143.55,4.16,84.73,,20000815.4700000,,PAR,1,,18,T,,,,,,,,,,,,,,
"     C/2000 Q1 (SOHO)",1.0,0.0568,87.14,256.11,83.66,,20000829.4300000,,PAR,1,,55,T,,,,,,,,,,,,,,
"     P/2000 R2 (LINEAR)",.5836545485135196,1.389966893009996,3.216341679388127,187.4994254914346,147.0634903940926,5.287021593581558,20000912.6577023,6.10006060498561,JFc,87,6,56,,,,,,19.3,4.5,,,,,,,,
"     C/2000 S3 (LONEOS)",.7722872487888197,2.662231794785328,25.16434381479746,41.15319542334194,298.2713871143223,20.72013726997012,20000716.3052268,39.9756906240428,JFc,98,5,33,,,,,,7.0,21.75,15.7,5.,0.03,,,,,
"     C/2000 S5",1.0,.601799999999999,53.82,341.63,291.4800000000002,,20001026.6400000,,PAR,46,,11,T,,,,,9.9,15.25,,,,,,,,
"     C/2000 S6 (SOHO)",1.0,0.0050,144.59,2.93,81.81,,20000929.1400000,,PAR,0,,13,T,,,,,,,,,,,,,,
"     C/2000 SV74 (LINEAR)",1.004861880602449,3.541897107687855,75.23666593758719,24.18631448746829,76.23935368466637,,20020430.5311126,,HYP,1359,,2039,,,,,,9.5,5.25,,,,,,,,
"     C/2000 T1 (SOHO)",1.0,0.0051,144.09,2.25,81.23,,20001011.4600000,,PAR,2,,58,T,,,,,,,,,,,,,,
"     C/2000 T3 (SOHO)",1.0,0.0051,145.22,4.77,88.67,,20001011.6100000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 T4 (SOHO)",1.0,0.0051,144.67,7.49,87.12,,20001012.5500000,,PAR,0,,21,T,,,,,,,,,,,,,,
"     C/2000 T5 (SOHO)",1.0,0.0056,146.54,355.75,70.98,,20001007.3500000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 T6 (SOHO)",1.0,0.0049,141.30,317.90,55.40,,20001012.6800000,,PAR,0,,7,T,,,,,,,,,,,,,,
"     C/2000 U1 (SOHO)",1.0,0.0051,144.25,10.96,89.30,,20001021.7600000,,PAR,0,,5,T,,,,,,,,,,,,,,
"     C/2000 U2 (SOHO)",1.0,0.0075,144.49,7.68,86.24,,20001023.4200000,,PAR,1,,45,T,,,,,,,,,,,,,,
"     C/2000 U3 (SOHO)",1.0,0.0074,141.43,344.74,66.93,,20001024.8400000,,PAR,0,,27,T,,,,,,,,,,,,,,
"     C/2000 U4 (SOHO)",1.0,0.0050,146.50,359.74,85.11,,20001025.4500000,,PAR,0,,12,T,,,,,,,,,,,,,,
"     C/2000 U5 (LINEAR)",1.00537570567646,3.486197053357432,93.65291655366748,65.29453767672658,299.0225402454146,,20000313.5895261,,HYP,362,,288,,,,,,7.7,10.25,11.7,5.,0.03,,,,,
"     C/2000 V1 (SOHO)",1.0,0.0056,144.08,2.59,81.71,,20001105.1200000,,PAR,0,,20,T,,,,,,,,,,,,,,
"     C/2000 V2 (SOHO)",1.0,0.0070,140.24,347.37,69.95,,20001105.9700000,,PAR,0,,4,T,,,,,,,,,,,,,,
"     C/2000 V3 (SOHO)",1.0,0.0051,144.00,3.77,82.91,,20001111.6300000,,PAR,1,,19,T,,,,,,,,,,,,,,
"     C/2000 V4 (SOHO)",1.0,0.0503,54.97,324.91,180.01,,20001111.4600000,,PAR,1,,15,T,,,,,,,,,,,,,,
